DATAFLOW,LAST UPDATE,freq,itm_newa,indic_ag,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU27_2020,2017,42962.70,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU27_2020,2018,45313.67,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU27_2020,2019,47416.43,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU27_2020,2020,46141.78,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2011,56512.73,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2012,58758.55,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2013,55601.92,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2014,52404.31,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2015,50057.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2016,43443.08,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2017,46487.37,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2018,48988.97,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,EU28,2019,51594.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2011,601.77,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2012,665.96,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2013,703.70,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2014,543.32,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2015,491.85,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2016,446.44,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2017,447.14,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2018,443.33,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2019,652.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FI,2020,468.14,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2011,12037.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2012,14639.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2013,11852.50,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2014,11206.60,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2015,11220.90,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2016,8003.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2017,9846.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2018,10763.15,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2019,10793.12,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,FR,2020,9484.14,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2011,625.99,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2012,653.97,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2013,448.45,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2014,375.81,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2015,315.34,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2016,365.05,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2017,323.85,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2018,399.05,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2019,393.12,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HR,2020,406.38,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2011,2388.27,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2012,2105.54,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2013,2250.42,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2014,2374.99,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2015,2067.64,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2016,2223.54,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2017,1998.53,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2018,2238.24,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2019,2300.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,HU,2020,2272.99,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2011,389.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2012,419.26,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2013,379.08,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2014,372.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2015,380.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2016,304.81,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2017,325.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2018,361.72,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2019,365.24,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IE,2020,306.04,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2011,3.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2012,6.29,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2013,4.70,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2014,5.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2015,3.25,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2016,2.13,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2017,2.99,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2018,1.99,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IS,2019,3.50,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2011,5133.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2012,4728.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2013,4550.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2014,4563.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2015,4227.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2016,4034.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2017,3500.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2018,3680.16,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2019,3679.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,IT,2020,3904.71,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2011,686.87,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2012,1031.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2013,878.41,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2014,863.23,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2015,1052.61,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2016,811.08,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2017,881.40,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2018,813.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2019,966.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LT,2020,1198.05,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2011,26.36,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2012,31.92,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2013,29.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2014,23.19,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2015,26.71,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2016,18.27,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2017,21.31,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2018,26.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2019,24.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LU,2020,22.85,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2011,234.49,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2012,387.16,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2013,321.44,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2014,310.55,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2015,415.11,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2016,359.77,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2017,376.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2018,353.48,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2019,504.43,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,LV,2020,587.29,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2011,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2012,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2013,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2014,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2015,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2016,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2017,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2018,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2019,0.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,MT,2020,0.00,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2011,366.64,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2012,519.07,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2013,404.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2014,325.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2015,340.40,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2016,267.55,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2017,277.58,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2018,338.56,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2019,323.23,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NL,2020,335.92,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2011,357.84,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2012,410.74,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2013,368.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2014,430.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2015,452.82,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2016,434.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2017,438.52,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2018,269.06,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2019,453.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,NO,2020,417.51,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2011,4717.27,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2012,5070.93,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2013,4361.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2014,4107.91,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2015,3545.09,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2016,3530.89,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2017,4031.34,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2018,3660.41,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2019,3959.36,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PL,2020,4430.61,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2011,291.47,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2012,329.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2013,289.74,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2014,279.18,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2015,277.13,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2016,247.65,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2017,235.65,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2018,241.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2019,240.92,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,PT,2020,233.86,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2011,4655.20,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2012,2807.10,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2013,4500.89,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2014,3852.86,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2015,3316.34,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2016,3448.48,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2017,4054.52,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2018,4877.45,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2019,4764.68,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,RO,2020,3207.44,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2011,791.98,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2012,971.59,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2013,757.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2014,800.76,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2015,756.03,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2016,695.80,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2017,755.35,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2018,577.17,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2019,775.69,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SE,2020,821.63,e
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2011,105.63,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2012,109.00,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2013,77.30,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2014,90.95,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2015,87.01,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2016,82.79,
ESTAT:AACT_EAA01$DEFAULTVIEW(1.0),09/04/21 23:00:00,A,01000,PROD_BP,MIO_EUR,SI,2017,75.83,
